@relation image_classification
@attribute density numeric
@attribute x_center numeric
@attribute y_center numeric
@attribute class {accident,bomb,car,casualty,electricity,fire,firebrigade,flood,gas,injury,paramedics,person,police,roadblock}
@data
0.962641,121,120,fire
0.963048,120,120,fire
0.958458,122,120,fire
0.955821,121,120,fire
0.978974,123,120,fire
0.969439,121,121,fire
0.973608,120,120,fire
0.965718,122,120,fire
0.970907,121,121,fire
0.951554,122,120,fire
0.947025,121,120,fire
0.947992,121,120,fire
0.94769,122,120,fire
0.947413,121,120,fire
0.966762,123,120,fire
0.962429,122,121,fire
0.961973,121,121,fire
0.967396,122,120,fire
0.963435,121,120,fire
0.934745,121,119,fire
0.930005,121,119,fire
0.928167,121,120,fire
0.930995,122,120,fire
0.935307,121,120,fire
0.939612,122,120,fire
0.9381,121,119,fire
0.932709,121,119,fire
0.929583,121,120,fire
0.93277,116,116,fire
0.959601,122,120,fire
0.957009,121,120,fire
0.957096,121,120,fire
0.953331,122,120,fire
0.951557,120,120,fire
0.954411,122,120,fire
0.956637,121,120,fire
0.952599,121,120,fire
0.952859,122,120,fire
0.952046,120,120,fire
0.962511,122,120,fire
0.959178,117,117,fire
0.960609,121,120,fire
0.957286,122,120,fire
0.956858,120,120,fire
0.964151,122,120,fire
0.958712,120,120,fire
0.959421,121,120,fire
0.957319,122,120,fire
0.962624,121,120,fire
0.982846,122,119,fire
0.974441,121,120,fire
0.976566,121,119,fire
0.97865,122,120,fire
0.976295,121,120,fire
0.959938,122,120,fire
0.939258,121,120,fire
0.938644,120,121,fire
0.937479,121,121,fire
0.937761,120,120,fire
0.980481,122,120,fire
0.974918,121,120,fire
0.966568,121,120,fire
0.97433,121,120,fire
0.966788,120,120,fire
0.924922,122,121,fire
0.925994,121,121,fire
0.931599,121,121,fire
0.929134,121,121,fire
0.93392,121,121,fire
0.975258,122,120,fire
0.963671,121,121,fire
0.958848,120,121,fire
0.961158,121,121,fire
0.953868,120,121,fire
0.926947,122,120,fire
0.925365,121,120,fire
0.915315,120,120,fire
0.916384,124,121,fire
0.918243,120,120,fire
0.962419,122,120,fire
0.959728,121,120,fire
0.956773,121,120,fire
0.94898,122,120,fire
0.955058,120,120,fire
0.973184,122,120,fire
0.973608,121,120,fire
0.968866,121,120,fire
0.965456,122,121,fire
0.965283,121,120,fire
0.979307,122,120,fire
0.964683,121,121,fire
0.958696,121,121,fire
0.961415,122,121,fire
0.962929,120,120,fire
0.972664,123,120,fire
0.962086,121,120,fire
0.95539,121,120,fire
0.953372,122,120,fire
0.955478,121,120,fire
0.99202,123,120,fire
0.991295,121,120,fire
0.990448,121,120,fire
0.985604,122,119,fire
0.98675,120,120,fire
0.976214,122,120,fire
0.967297,121,120,fire
0.968974,121,120,fire
0.96392,122,120,fire
0.962198,120,120,fire
0.973436,122,120,fire
0.963707,121,120,fire
0.965299,121,120,fire
0.962321,122,120,fire
0.951028,120,120,fire
0.941141,122,120,fire
0.930884,121,120,fire
0.92628,121,120,fire
0.931877,122,120,fire
0.927107,121,121,fire
0.960408,122,120,fire
0.960361,120,120,fire
0.944842,121,120,fire
0.964475,121,120,fire
0.953049,121,120,fire
0.983169,122,120,fire
0.981954,121,120,fire
0.982286,121,120,fire
0.980667,122,120,fire
0.980101,121,120,fire
0.973485,122,120,fire
0.968772,121,120,fire
0.966875,121,120,fire
0.963833,122,120,fire
0.962912,121,120,fire
0.975928,122,120,fire
0.976748,121,120,fire
0.969364,120,120,fire
0.973544,122,120,fire
0.966549,120,120,fire
0.976664,122,120,fire
0.971952,121,120,fire
0.971362,121,120,fire
0.972621,122,120,fire
0.973319,121,120,fire
0.974389,122,120,fire
0.972531,121,120,fire
0.973914,121,120,fire
0.970195,122,119,fire
0.97473,121,120,fire
0.985807,122,120,fire
0.981977,121,121,fire
0.979102,121,120,fire
0.982553,122,121,fire
0.98254,121,120,fire
0.974652,122,120,fire
0.973555,121,120,fire
0.969347,121,120,fire
0.974589,122,120,fire
0.972531,121,120,fire
0.948011,122,120,fire
0.935714,121,120,fire
0.936527,120,120,fire
0.928686,122,120,fire
0.936189,121,120,fire
0.964276,122,121,fire
0.960438,121,121,fire
0.943816,121,121,fire
0.780746,121,121,fire
0.716437,121,121,fire
0.966442,123,122,fire
0.957558,122,122,fire
0.956131,121,122,fire
0.955219,123,122,fire
0.949394,122,122,fire
0.96659,123,122,fire
0.961878,122,122,fire
0.957036,122,122,fire
0.964105,123,122,fire
0.965497,122,122,fire
0.941499,123,121,fire
0.930861,122,122,fire
0.934644,122,122,fire
0.937459,123,122,fire
0.934976,122,122,fire
0.981012,123,121,fire
0.979793,122,121,fire
0.98359,122,121,fire
0.981848,123,121,fire
0.978505,122,121,fire
0.972268,123,121,fire
0.963746,122,122,fire
0.966584,122,121,fire
0.965158,123,122,fire
0.963399,122,122,fire
0.965981,123,121,fire
0.965157,122,121,fire
0.96462,122,121,fire
0.956594,122,121,fire
0.960777,122,121,fire
0.966545,123,120,fire
0.960572,122,121,fire
0.95987,122,121,fire
0.95307,122,121,fire
0.963773,121,121,fire
0.96585,122,120,fire
0.958864,121,120,fire
0.96145,121,120,fire
0.960617,122,120,fire
0.964064,121,120,fire
0.979244,123,121,fire
0.980146,121,120,fire
0.978588,122,121,fire
0.979475,122,121,fire
0.974654,121,121,fire
0.946519,123,121,fire
0.939096,121,121,fire
0.925198,121,120,fire
0.931336,124,121,fire
0.93252,121,121,fire
0.939545,122,120,fire
0.932488,121,119,fire
0.937008,121,119,fire
0.937038,122,120,fire
0.92632,120,120,fire
0.935896,122,120,fire
0.929299,121,120,fire
0.925638,121,121,fire
0.920934,121,121,fire
0.751488,121,121,fire
0.961854,122,121,fire
0.955121,121,120,fire
0.957036,121,121,fire
0.941052,122,120,fire
0.932672,121,121,fire
0.948519,123,122,fire
0.902141,122,121,fire
0.91278,122,121,fire
0.910353,122,121,fire
0.907753,121,121,fire
0.940657,122,121,fire
0.925059,121,122,fire
0.930043,121,122,fire
0.932636,122,122,fire
0.929456,121,122,fire
0.876838,122,121,fire
0.872766,121,121,fire
0.731373,121,121,fire
0.317423,122,121,fire
0.494323,121,121,fire
0.931912,122,122,fire
0.920618,121,122,fire
0.927573,121,121,fire
0.881766,122,121,fire
0.756306,121,122,fire
0.944753,123,120,fire
0.940809,121,121,fire
0.947528,121,121,fire
0.948829,123,121,fire
0.947345,121,121,fire
0.965104,122,121,fire
0.957866,121,121,fire
0.948737,121,121,fire
0.940497,122,121,fire
0.933448,121,121,fire
0.935419,123,122,fire
0.925904,122,122,fire
0.926598,122,122,fire
0.928042,123,122,fire
0.92439,122,122,fire
0.955168,122,121,fire
0.949364,121,121,fire
0.94479,121,121,fire
0.933093,122,121,fire
0.937119,122,121,fire
0.951869,122,121,fire
0.943242,121,121,fire
0.954215,121,121,fire
0.947389,121,121,fire
0.935333,121,121,fire
0.925126,122,122,fire
0.934008,121,122,fire
0.92883,121,122,fire
0.933232,123,121,fire
0.930597,121,121,fire
0.948974,123,122,fire
0.953094,122,122,fire
0.948805,121,122,fire
0.953006,123,122,fire
0.95263,121,122,fire
0.960681,123,121,fire
0.942044,122,121,fire
0.948921,122,122,fire
0.948023,123,122,fire
0.942077,121,122,fire
0.926877,122,121,fire
0.917431,121,121,fire
0.910371,121,122,fire
0.913757,122,122,fire
0.904388,121,123,fire
0.951515,124,123,fire
0.955564,122,122,fire
0.94592,123,122,fire
0.94506,124,123,fire
0.938629,123,122,fire
0.958858,123,122,fire
0.96049,122,122,fire
0.961035,122,122,fire
0.961406,123,122,fire
0.959994,122,122,fire
0.95876,123,122,fire
0.951551,122,122,fire
0.948847,122,121,fire
0.9487,123,122,fire
0.942193,121,122,fire
0.982231,124,121,fire
0.977989,122,122,fire
0.97441,122,121,fire
0.98017,123,121,fire
0.976065,121,121,fire
0.982489,123,122,fire
0.978204,122,122,fire
0.981806,122,122,fire
0.980413,123,122,fire
0.977097,121,122,fire
0.954094,122,121,fire
0.959633,122,121,fire
0.947554,122,121,fire
0.950672,122,121,fire
0.950769,121,121,fire
0.959635,122,120,fire
0.94403,121,121,fire
0.953937,121,121,fire
0.926713,122,121,fire
0.710922,121,121,fire
0.962561,122,120,fire
0.967432,121,121,fire
0.960444,121,121,fire
0.955218,122,121,fire
0.962643,121,121,fire
0.967645,123,121,fire
0.962644,121,121,fire
0.959786,121,122,fire
0.971379,122,122,fire
0.957689,121,122,fire
0.938544,123,121,fire
0.937671,121,122,fire
0.934711,122,121,fire
0.939288,123,121,fire
0.93548,121,122,fire
0.961495,123,121,fire
0.96007,122,121,fire
0.956223,122,121,fire
0.954835,123,121,fire
0.954229,121,121,fire
0.980819,123,121,fire
0.979794,121,121,fire
0.977442,121,121,fire
0.973452,122,121,fire
0.939508,121,120,fire
0.96669,122,120,fire
0.957053,121,120,fire
0.953525,121,120,fire
0.954526,122,119,fire
0.949342,121,120,fire
0.964335,122,120,fire
0.964391,121,121,fire
0.966037,121,121,fire
0.965985,123,121,fire
0.962073,121,121,fire
0.984055,123,121,fire
0.978853,121,121,fire
0.977718,121,122,fire
0.978882,122,122,fire
0.974925,121,122,fire
0.971941,123,122,fire
0.969646,122,122,fire
0.9683,121,122,fire
0.96624,123,122,fire
0.970308,121,122,fire
0.944698,123,120,fire
0.938341,122,121,fire
0.940341,122,121,fire
0.936723,123,121,fire
0.94299,121,121,fire
0.951102,122,120,flood
0.949976,121,121,flood
0.945401,121,120,flood
0.956114,122,120,flood
0.932194,120,120,flood
0.964553,122,121,flood
0.963401,120,121,flood
0.955472,121,121,flood
0.958096,122,121,flood
0.962627,121,121,flood
0.972866,122,120,flood
0.961378,121,120,flood
0.964877,120,120,flood
0.960303,122,120,flood
0.960913,120,121,flood
0.981633,122,121,flood
0.97546,121,121,flood
0.97807,121,121,flood
0.98369,122,121,flood
0.978722,121,121,flood
0.932127,122,121,flood
0.932672,121,120,flood
0.934511,120,121,flood
0.942556,122,121,flood
0.948003,120,121,flood
0.965688,122,121,flood
0.960646,121,121,flood
0.958697,121,121,flood
0.962444,122,120,flood
0.953231,121,121,flood
0.964158,122,121,flood
0.954366,121,121,flood
0.948411,121,121,flood
0.955932,122,121,flood
0.954098,121,121,flood
0.959718,122,120,flood
0.973555,121,120,flood
0.967163,121,120,flood
0.9487,122,120,flood
0.933951,121,119,flood
0.933473,122,121,flood
0.924408,121,121,flood
0.935854,121,121,flood
0.937381,121,120,flood
0.930429,120,121,flood
0.957593,122,120,flood
0.973352,121,120,flood
0.972074,121,120,flood
0.971378,122,121,flood
0.971634,120,120,flood
0.947422,122,120,flood
0.948094,120,120,flood
0.943652,121,121,flood
0.954413,122,120,flood
0.949347,121,120,flood
0.966493,122,120,flood
0.970313,121,120,flood
0.968687,120,121,flood
0.966706,121,120,flood
0.956076,121,120,flood
0.970825,122,120,flood
0.97428,121,120,flood
0.972458,121,120,flood
0.970512,122,121,flood
0.966743,121,121,flood
0.969822,122,120,flood
0.971752,121,120,flood
0.965611,121,120,flood
0.970056,122,121,flood
0.966231,121,121,flood
0.933598,122,120,flood
0.931555,120,120,flood
0.927332,120,120,flood
0.934355,122,120,flood
0.937268,120,120,flood
0.967764,122,120,flood
0.964341,121,121,flood
0.963924,121,121,flood
0.963584,122,121,flood
0.964148,121,121,flood
0.962172,122,120,flood
0.959286,121,121,flood
0.959556,121,121,flood
0.964831,122,121,flood
0.966033,121,121,flood
0.925034,122,120,flood
0.926924,121,120,flood
0.917525,121,120,flood
0.904328,122,120,flood
0.821141,120,120,flood
0.965264,122,121,flood
0.963403,121,120,flood
0.960965,121,120,flood
0.965475,122,120,flood
0.967705,121,121,flood
0.98968,122,121,flood
0.988393,121,121,flood
0.988257,121,122,flood
0.987255,122,122,flood
0.990611,121,122,flood
0.986283,122,121,flood
0.988498,121,121,flood
0.986012,121,121,flood
0.985212,122,121,flood
0.988059,121,121,flood
0.96671,122,120,flood
0.973971,121,120,flood
0.972673,121,120,flood
0.967866,122,120,flood
0.97604,121,120,flood
0.952842,122,121,flood
0.955156,121,121,flood
0.954275,121,121,flood
0.951477,121,121,flood
0.939241,121,120,flood
0.948431,122,120,flood
0.952717,121,120,flood
0.957819,121,120,flood
0.951387,122,120,flood
0.94833,120,121,flood
0.961358,122,121,flood
0.96464,121,120,flood
0.968704,121,120,flood
0.969489,122,120,flood
0.963303,121,120,flood
0.971728,122,121,flood
0.971328,121,121,flood
0.976686,121,121,flood
0.97488,122,121,flood
0.972057,121,120,flood
0.961332,122,121,flood
0.961418,121,121,flood
0.964492,121,121,flood
0.968275,122,119,flood
0.961269,121,121,flood
0.969569,123,121,flood
0.96943,121,121,flood
0.968053,121,121,flood
0.978092,122,121,flood
0.96443,121,121,flood
0.967245,122,120,flood
0.964929,121,121,flood
0.976034,121,121,flood
0.97591,122,121,flood
0.975865,121,121,flood
0.98282,122,121,flood
0.9811,121,121,flood
0.97939,121,121,flood
0.983357,122,121,flood
0.984079,120,121,flood
0.972314,122,120,flood
0.96812,121,122,flood
0.9764,121,121,flood
0.973195,122,121,flood
0.974005,121,121,flood
0.98103,122,121,flood
0.981785,121,121,flood
0.982675,120,120,flood
0.978853,122,121,flood
0.974242,121,121,flood
0.956173,122,121,flood
0.954515,121,121,flood
0.95959,121,120,flood
0.954281,122,121,flood
0.962523,121,120,flood
0.946701,122,120,flood
0.937323,121,120,flood
0.941168,121,120,flood
0.95705,122,119,flood
0.946587,121,120,flood
0.960163,122,121,flood
0.954481,121,121,flood
0.966404,121,121,flood
0.965674,122,121,flood
0.967011,121,121,flood
0.967899,122,121,flood
0.958498,121,121,flood
0.957958,121,121,flood
0.949699,122,121,flood
0.959505,121,121,flood
0.950755,122,121,flood
0.953054,121,121,flood
0.958448,121,121,flood
0.959702,122,121,flood
0.96597,121,121,flood
0.959232,122,120,flood
0.965982,121,120,flood
0.970536,121,120,flood
0.97126,122,120,flood
0.974347,121,120,flood
0.970586,123,121,flood
0.971813,122,121,flood
0.9634,121,121,flood
0.969046,122,121,flood
0.972012,122,121,flood
0.984606,122,121,flood
0.975662,121,121,flood
0.977257,121,121,flood
0.977076,122,121,flood
0.978226,121,120,flood
0.96644,122,120,flood
0.966977,121,120,flood
0.968926,121,121,flood
0.969229,122,121,flood
0.966109,122,121,flood
0.964853,122,120,flood
0.963708,121,120,flood
0.957695,120,121,flood
0.966994,122,120,flood
0.966687,120,120,flood
0.96962,122,121,flood
0.969772,121,121,flood
0.969698,121,121,flood
0.970291,122,121,flood
0.960477,121,121,flood
0.936843,121,121,flood
0.945844,121,121,flood
0.955791,120,121,flood
0.953095,122,121,flood
0.954463,121,121,flood
0.96004,122,121,flood
0.95393,121,119,flood
0.966568,121,120,flood
0.965619,122,120,flood
0.966925,120,120,flood
0.96743,122,122,flood
0.962039,121,122,flood
0.966842,120,121,flood
0.962449,122,122,flood
0.962274,121,122,flood
0.984736,122,120,flood
0.983084,121,121,flood
0.981296,121,121,flood
0.982874,122,121,flood
0.982811,121,120,flood
0.940709,128,121,flood
0.953262,124,121,flood
0.959944,121,121,flood
0.958548,122,121,flood
0.95733,121,121,flood
0.964747,122,121,flood
0.966231,121,120,flood
0.963082,121,120,flood
0.959909,121,120,flood
0.971583,120,120,flood
0.970673,122,120,flood
0.970326,121,120,flood
0.9695,121,121,flood
0.97126,122,120,flood
0.973506,121,120,flood
0.95616,121,121,flood
0.938542,135,120,flood
0.939855,133,121,flood
0.9589,122,121,flood
0.959809,120,121,flood
0.964559,122,121,flood
0.972554,121,121,flood
0.970908,121,121,flood
0.966193,121,122,flood
0.974769,121,121,flood
0.975426,122,121,flood
0.973497,121,121,flood
0.973192,121,121,flood
0.973149,122,120,flood
0.971976,121,120,flood
0.975611,122,120,flood
0.974682,121,120,flood
0.973268,121,120,flood
0.974656,122,120,flood
0.97428,121,121,flood
0.987538,122,121,flood
0.987789,121,121,flood
0.98617,121,121,flood
0.985129,122,121,flood
0.986541,121,121,flood
0.967599,122,121,flood
0.964301,120,121,flood
0.962024,120,120,flood
0.956135,121,119,flood
0.957169,120,119,flood
0.959133,122,120,flood
0.97659,120,120,flood
0.969017,120,120,flood
0.976358,121,120,flood
0.975207,120,119,flood
0.972816,122,120,flood
0.974786,121,120,flood
0.972735,121,120,flood
0.971847,122,120,flood
0.974851,121,120,flood
0.940291,122,121,flood
0.942757,121,121,flood
0.937867,121,121,flood
0.93446,121,120,flood
0.940726,121,120,flood
0.947539,122,120,flood
0.940633,121,121,flood
0.944521,121,120,flood
0.939279,122,120,flood
0.942319,121,120,flood
0.972951,121,121,flood
0.966775,120,121,flood
0.968033,121,121,flood
0.964169,122,121,flood
0.965785,121,121,flood
0.966247,122,121,flood
0.96298,120,120,flood
0.963535,120,121,flood
0.961015,122,120,flood
0.960366,121,121,flood
0.969027,121,120,flood
0.970802,120,120,flood
0.967654,121,120,flood
0.969961,122,120,flood
0.970564,121,120,flood
0.966306,121,120,flood
0.96657,120,120,flood
0.959873,121,121,flood
0.955318,122,121,flood
0.958089,121,121,flood
0.957724,122,121,flood
0.961597,120,121,flood
0.958021,120,121,flood
0.960739,122,121,flood
0.960231,121,121,flood
0.963986,122,120,flood
0.961416,120,120,flood
0.960152,120,120,flood
0.963754,121,120,flood
0.965123,121,120,flood
0.943277,121,120,flood
0.941676,120,121,flood
0.930817,121,121,flood
0.927451,122,120,flood
0.924412,120,120,flood
0.95756,122,120,flood
0.953953,120,120,flood
0.95313,121,121,flood
0.944705,121,121,flood
0.958611,121,121,flood
0.937133,122,122,flood
0.936408,121,121,flood
0.933234,121,121,flood
0.937736,122,120,flood
0.92812,120,120,flood
0.933776,122,121,flood
0.929856,120,121,flood
0.931873,121,121,flood
0.93231,122,121,flood
0.935918,120,120,flood
0.950935,122,120,flood
0.93834,121,121,flood
0.934325,121,121,flood
0.943906,122,121,flood
0.946333,121,120,flood
0.94119,122,121,flood
0.945777,120,121,flood
0.946906,121,121,flood
0.93849,122,120,flood
0.942388,121,121,flood
0.946657,122,121,flood
0.927254,121,121,flood
0.916924,121,121,flood
0.920906,122,121,flood
0.912018,121,121,flood
0.90095,122,120,flood
0.90777,121,121,flood
0.914626,121,121,flood
0.915193,121,120,flood
0.919348,120,121,flood
0.941082,122,121,flood
0.931793,120,120,flood
0.942353,121,120,flood
0.938691,122,121,flood
0.935472,121,120,flood
0.955403,122,121,flood
0.943736,121,121,flood
0.941455,120,121,flood
0.944879,122,120,flood
0.940601,120,120,flood
0.961745,123,121,flood
0.957534,121,122,flood
0.954065,121,122,flood
0.953244,122,121,flood
0.955859,121,121,flood
0.956486,123,120,flood
0.957347,121,121,flood
0.951178,121,120,flood
0.955827,122,120,flood
0.947937,120,120,flood
0.971343,122,120,flood
0.970333,121,121,flood
0.954935,121,121,flood
0.965037,121,121,flood
0.958048,120,121,flood
0.968758,122,121,flood
0.959407,121,121,flood
0.95812,121,121,flood
0.957588,122,121,flood
0.944121,120,121,flood
0.983159,123,121,flood
0.97621,122,121,flood
0.976313,121,121,flood
0.974813,122,121,flood
0.97027,121,121,flood
0.953244,122,120,flood
0.946249,121,120,flood
0.938558,121,120,flood
0.94788,121,121,flood
0.944235,121,121,flood
0.972566,122,121,flood
0.970924,121,121,flood
0.969136,121,121,flood
0.970586,121,121,flood
0.966908,120,121,flood
0.970512,122,121,flood
0.960231,121,121,flood
0.954985,121,121,flood
0.958916,122,121,flood
0.955765,120,121,flood
0.952772,123,122,flood
0.940608,122,122,flood
0.944689,121,122,flood
0.950591,123,122,flood
0.944319,121,121,flood
0.94387,125,123,flood
0.927128,124,123,flood
0.936411,123,123,flood
0.936081,124,123,flood
0.935614,123,123,flood
0.969111,122,120,flood
0.963553,121,120,flood
0.957949,121,120,flood
0.963097,122,120,flood
0.963932,121,120,flood
0.976754,123,121,flood
0.974381,121,120,flood
0.972057,121,120,flood
0.972578,122,121,flood
0.962319,121,120,flood
0.947335,123,120,flood
0.954716,122,120,flood
0.955272,121,120,flood
0.951905,122,121,flood
0.953542,120,120,flood
0.961432,122,121,flood
0.959168,121,121,flood
0.958714,121,121,flood
0.958597,122,121,flood
0.954935,121,121,flood
0.934193,122,121,flood
0.933499,121,121,flood
0.927975,121,121,flood
0.924507,122,121,flood
0.925891,120,121,flood
0.952367,123,120,flood
0.958345,121,121,flood
0.965473,121,121,flood
0.958902,122,121,flood
0.961342,121,122,flood
0.957315,123,120,flood
0.951477,121,121,flood
0.943095,121,121,flood
0.947037,122,121,flood
0.946671,121,121,flood
0.983606,123,120,flood
0.983506,122,121,flood
0.983355,121,121,flood
0.98454,122,121,flood
0.983825,121,121,flood
0.923475,122,121,flood
0.929224,121,121,flood
0.919601,121,121,flood
0.916785,122,122,flood
0.921544,123,122,flood
0.978169,122,120,flood
0.972873,122,120,flood
0.969794,121,120,flood
0.965522,122,120,flood
0.97256,121,120,flood
0.951838,122,120,flood
0.956883,121,120,flood
0.947312,121,121,flood
0.939431,121,121,flood
0.93785,121,120,flood
0.944905,122,121,flood
0.946079,121,120,flood
0.942319,121,120,flood
0.951103,122,121,flood
0.956352,121,121,flood
0.931998,122,121,flood
0.940171,121,121,flood
0.939604,121,121,flood
0.940785,121,121,flood
0.923894,120,120,flood
0.940911,123,120,flood
0.936827,122,120,flood
0.934968,121,120,flood
0.932846,122,121,flood
0.923149,120,121,flood
0.956372,122,121,flood
0.946335,121,121,flood
0.941915,121,121,flood
0.940457,122,121,flood
0.941128,121,121,flood
0.936699,123,121,flood
0.907266,121,121,flood
0.912657,123,121,flood
0.919662,121,121,flood
0.914407,121,121,flood
0.973643,123,121,flood
0.970654,121,121,flood
0.970889,121,120,flood
0.973058,122,121,flood
0.968218,120,121,flood
0.955468,122,121,flood
0.958193,121,121,flood
0.954309,121,120,flood
0.944006,121,120,flood
0.870749,120,121,flood
0.949948,122,120,flood
0.942808,121,120,flood
0.942066,121,120,flood
0.947489,122,120,flood
0.944478,120,120,flood
0.955218,122,121,flood
0.943396,121,121,flood
0.941777,120,120,flood
0.950103,122,121,flood
0.935708,120,121,flood
0.973987,122,120,flood
0.976871,121,121,flood
0.973318,121,120,flood
0.971361,122,120,flood
0.970088,120,120,flood
0.925809,122,120,flood
0.923542,121,121,flood
0.922624,120,120,flood
0.912656,121,120,flood
0.935088,121,121,flood
0.960133,122,120,flood
0.945136,121,120,flood
0.938761,121,120,flood
0.947625,122,120,flood
0.940812,120,120,flood
0.960434,123,120,flood
0.956595,121,120,flood
0.949784,120,120,flood
0.953618,122,120,flood
0.929223,120,120,flood
0.953628,122,121,flood
0.950448,120,121,flood
0.937666,130,121,flood
0.957885,121,120,flood
0.950209,120,120,flood
0.919377,138,121,flood
0.920191,130,121,flood
0.94093,120,121,flood
0.936642,122,121,flood
0.915752,131,121,flood
0.984563,122,120,flood
0.98478,121,120,flood
0.981063,121,120,flood
0.981727,121,120,flood
0.973063,120,119,flood
0.972214,122,121,flood
0.97458,121,120,flood
0.962334,120,120,flood
0.967094,121,120,flood
0.964238,120,121,flood
0.958764,122,120,flood
0.95819,121,120,flood
0.965131,120,121,flood
0.945047,140,121,flood
0.961262,120,121,flood
0.960333,122,121,flood
0.953215,121,120,flood
0.952051,120,121,flood
0.961649,122,121,flood
0.963759,121,120,flood
0.946619,122,120,flood
0.941999,120,121,flood
0.919932,127,121,flood
0.907751,140,121,flood
0.927655,126,121,flood
0.922525,143,121,flood
0.971866,121,121,flood
0.970367,120,121,flood
0.971546,121,121,flood
0.973948,120,121,flood
0.969435,123,120,flood
0.970207,120,120,flood
0.973251,120,120,flood
0.970236,121,121,flood
0.973192,120,120,flood
0.95805,122,121,flood
0.958392,121,121,flood
0.959826,121,121,flood
0.963531,122,121,flood
0.963535,121,121,flood
0.987939,122,121,flood
0.985496,121,121,flood
0.986367,120,121,flood
0.982898,121,120,flood
0.985665,120,121,flood
0.968383,122,120,flood
0.964301,121,121,flood
0.968098,121,120,flood
0.966275,122,121,flood
0.953797,121,120,flood
0.960836,123,122,flood
0.96293,121,121,flood
0.960898,121,121,flood
0.958247,121,121,flood
0.961816,120,121,flood
0.988106,122,120,flood
0.986086,121,121,flood
0.977063,121,120,flood
0.977784,122,121,flood
0.976409,120,121,flood
0.978955,122,120,flood
0.980254,120,120,flood
0.977923,120,121,flood
0.979877,122,121,flood
0.978154,121,121,flood
0.972009,122,122,flood
0.968468,121,122,flood
0.969397,121,121,flood
0.968397,122,122,flood
0.970468,121,121,flood
0.973311,122,121,flood
0.973302,121,121,flood
0.96949,121,121,flood
0.969631,122,121,flood
0.965435,121,121,flood
0.970012,122,121,flood
0.972487,121,121,flood
0.972964,121,121,flood
0.967999,122,121,flood
0.970502,121,121,flood
0.952331,122,122,flood
0.948729,121,122,flood
0.950201,121,122,flood
0.954502,122,121,flood
0.954579,120,122,flood
0.971797,122,121,flood
0.969659,121,121,flood
0.969195,121,121,flood
0.969304,122,121,flood
0.966706,121,121,flood
0.971663,122,121,flood
0.976714,121,120,flood
0.970821,121,121,flood
0.974906,122,121,flood
0.952029,121,120,flood
0.952242,122,121,flood
0.946772,121,121,flood
0.957077,121,121,flood
0.957655,122,121,flood
0.953276,121,121,flood
0.959433,122,120,flood
0.965054,121,121,flood
0.968264,121,121,flood
0.962928,122,120,flood
0.948637,120,120,flood
0.978148,122,121,flood
0.980365,121,121,flood
0.982968,121,121,flood
0.981097,122,121,flood
0.980146,121,121,flood
0.965239,122,121,flood
0.9698,121,121,flood
0.96889,121,120,flood
0.970454,122,120,flood
0.963218,121,120,flood
0.96273,122,121,flood
0.965628,121,120,flood
0.966134,121,121,flood
0.964537,122,121,flood
0.963486,121,121,flood
0.924404,123,121,flood
0.923647,121,120,flood
0.929871,121,120,flood
0.928169,121,121,flood
0.92261,121,120,flood
0.967546,122,121,flood
0.970421,121,121,flood
0.966642,121,121,flood
0.968079,122,121,flood
0.968562,121,121,flood
0.967295,122,120,flood
0.961998,120,120,flood
0.962641,121,121,flood
0.967617,121,120,flood
0.958238,121,120,flood
0.978425,122,121,flood
0.979627,120,121,flood
0.983151,121,121,flood
0.982951,121,121,flood
0.975921,120,120,flood
0.968383,122,120,flood
0.968731,121,121,flood
0.97116,121,121,flood
0.960635,121,121,flood
0.73342,120,121,flood
0.959803,122,120,flood
0.959001,121,120,flood
0.956875,121,120,flood
0.959637,122,121,flood
0.962385,120,120,flood
0.951908,122,120,flood
0.952505,121,120,flood
0.955562,121,120,flood
0.954529,122,120,flood
0.956304,120,120,flood
0.965018,123,120,flood
0.961126,120,120,flood
0.959392,121,120,flood
0.96671,122,120,flood
0.965491,120,120,flood
0.945038,122,120,flood
0.944587,121,120,flood
0.939134,121,120,flood
0.955354,122,121,flood
0.942133,121,121,flood
0.957998,123,120,flood
0.965903,121,121,flood
0.958381,122,121,flood
0.957541,122,122,flood
0.960326,121,122,flood
0.978894,123,121,flood
0.977116,121,121,flood
0.974822,121,121,flood
0.971961,122,121,flood
0.973982,121,121,flood
0.954226,122,120,flood
0.965543,121,120,flood
0.95846,121,121,flood
0.960779,122,120,flood
0.961303,121,120,flood
0.957444,122,119,flood
0.966505,121,121,flood
0.965752,121,120,flood
0.967631,122,120,flood
0.96769,121,120,flood
0.954582,122,120,flood
0.97195,121,121,flood
0.963115,121,120,flood
0.962496,122,121,flood
0.971194,121,121,flood
0.958117,122,121,flood
0.970878,121,122,flood
0.96686,121,122,flood
0.962964,122,121,flood
0.971547,120,122,flood
0.979275,122,121,flood
0.976132,121,121,flood
0.975831,120,121,flood
0.976681,121,121,flood
0.971075,120,121,flood
0.958217,122,121,flood
0.965122,121,121,flood
0.959691,121,120,flood
0.961382,122,121,flood
0.963081,120,121,flood
0.951353,122,120,flood
0.960591,121,120,flood
0.968907,121,121,flood
0.96032,121,120,flood
0.959545,121,120,flood
0.942185,122,120,flood
0.943917,121,120,flood
0.960259,121,120,flood
0.948367,121,120,flood
