@relation 'image_classification-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -P 1 -E 1-Sweka.attributeSelection.BestFirst -D 1 -N 5-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -P 1 -E 1-Sweka.attributeSelection.BestFirst -D 1 -N 5-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -P 1 -E 1-Sweka.attributeSelection.BestFirst -D 1 -N 5-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -P 1 -E 1-Sweka.attributeSelection.BestFirst -D 1 -N 5-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -P 1 -E 1-Sweka.attributeSelection.BestFirst -D 1 -N 5'

@attribute VnHhisto_1 numeric
@attribute VnHhisto_3 numeric
@attribute VnHhisto_4 numeric
@attribute VnHhisto_6 numeric
@attribute VnHhisto_7 numeric
@attribute VnHhisto_8 numeric
@attribute VnHhisto_9 numeric
@attribute VnHhisto_12 numeric
@attribute VnHhisto_13 numeric
@attribute VnHhisto_43 numeric
@attribute VnHhisto_53 numeric
@attribute VnHhisto_74 numeric
@attribute VnHhisto_83 numeric
@attribute VnHhisto_94 numeric
@attribute VnHhisto_96 numeric
@attribute VnHhisto_100 numeric
@attribute VnHhisto_108 numeric
@attribute VnHhisto_113 numeric
@attribute VnHhisto_146 numeric
@attribute VnHhisto_149 numeric
@attribute VnHhisto_154 numeric
@attribute VnHhisto_160 numeric
@attribute VnHhisto_175 numeric
@attribute VnHhisto_178 numeric
@attribute VnHhisto_192 numeric
@attribute VnHhisto_195 numeric
@attribute VnHhisto_219 numeric
@attribute VnHhisto_247 numeric
@attribute VnHhisto_252 numeric
@attribute VnHhisto_258 numeric
@attribute VnHhisto_262 numeric
@attribute VnHhisto_271 numeric
@attribute VnHhisto_273 numeric
@attribute VnHhisto_279 numeric
@attribute VnHhisto_281 numeric
@attribute VnHhisto_335 numeric
@attribute VnHhisto_351 numeric
@attribute VnHhisto_358 numeric
@attribute VnHhisto_366 numeric
@attribute VnHhisto_376 numeric
@attribute VnHhisto_382 numeric
@attribute VnHhisto_396 numeric
@attribute VnHhisto_403 numeric
@attribute VnHhisto_413 numeric
@attribute VnHhisto_419 numeric
@attribute VnHhisto_422 numeric
@attribute VnHhisto_439 numeric
@attribute VnHhisto_449 numeric
@attribute VnHhisto_451 numeric
@attribute VnHhisto_454 numeric
@attribute VnHhisto_455 numeric
@attribute VnHhisto_458 numeric
@attribute VnHhisto_465 numeric
@attribute VnHhisto_499 numeric
@attribute VnHhisto_502 numeric
@attribute VnHhisto_503 numeric
@attribute VnHhisto_504 numeric
@attribute VnHhisto_505 numeric
@attribute VnHhisto_506 numeric
@attribute VnHhisto_507 numeric
@attribute VnHhisto_509 numeric
@attribute VnHhisto_511 numeric
@attribute class {accident,bomb,car,casualty,injury}

@data
65096,64000,63587,63371,63819,64480,63983,63369,63369,49164,54599,56953,56972,57762,57839,56810,56649,56724,57644,58007,58665,59551,59213,59174,57118,55210,63474,63365,63601,63493,54229,54722,53510,54624,55894,59716,59814,59419,56040,46883,60592,58261,57857,55924,54121,51500,62921,63218,62921,62558,62834,62750,62919,63716,63343,63305,63702,64127,64127,63929,64364,65280,casualty
64300,56349,53530,49004,47673,46346,45205,43286,43286,57283,57530,55398,56802,57159,56640,55936,57307,57298,56619,56601,56652,55652,56629,57025,56371,55290,53975,43718,57705,63802,57000,51127,52608,51526,47782,56320,57589,58254,58993,58872,59481,58879,59490,59007,58946,59524,58718,58241,58458,58240,57742,56951,57150,37294,41148,43019,45221,47495,51403,55281,58954,60143,casualty
64747,63989,63722,63722,63380,62742,62121,61347,61347,58794,54855,55222,55440,56959,56082,56128,54281,55398,57012,56809,57409,57878,58967,57910,63083,63201,63296,63713,62811,60972,57337,59487,57075,55586,57469,62692,60774,55226,57979,57283,57036,46690,60408,50256,58523,60391,59950,61071,62404,62510,62923,63277,63233,62824,62498,62699,62275,62223,62657,62881,63601,65280,casualty
64469,64008,64013,62312,62666,63335,62800,62060,61739,50224,52927,54813,54516,55125,55771,54739,56401,56382,52456,52454,52362,52918,52989,53243,52822,53223,52811,50797,56613,61585,51624,45834,46462,42448,39432,57239,58003,57615,57943,58452,58262,58018,58535,58594,59295,59422,58935,53246,52460,51809,52005,52597,53584,45703,48249,48956,50135,51317,53876,57020,60393,61379,casualty
65280,59904,57135,52042,49530,47358,45341,40487,39231,52595,53485,54055,54658,54275,53955,53489,54276,53600,53479,52873,52692,51201,49554,50086,50736,49042,52542,46480,58112,63799,60500,56065,52323,32871,29769,53922,56525,57118,56524,56521,56107,56526,55991,56180,56934,57330,52559,49359,49361,50050,50166,49918,49695,39549,43862,45155,46599,48671,50742,52791,56936,58912,casualty
65128,63511,59520,52709,49818,47900,46094,41856,40772,52344,52566,51502,53459,54176,52728,52559,53874,53490,51958,52833,52242,56971,56316,55840,51374,50526,51125,44957,55216,63393,57512,51682,50793,55323,55322,52010,54213,54770,56242,55876,56421,57545,57352,58256,56412,54811,52017,51751,51036,51372,51645,52384,51434,38794,43962,46302,48583,50753,52921,55044,58982,60858,casualty
64794,64039,64062,63572,63281,63518,63811,63491,63495,45741,53520,55820,54525,54241,54990,55891,55896,54858,54890,55082,54524,54649,55807,56638,58699,57933,59144,58096,63538,64456,52935,51124,49212,42067,46476,59080,58278,59314,59348,56049,49984,57036,58990,57602,55242,52462,56562,62302,62483,62280,62124,62104,62285,63057,63144,62897,63118,63334,63523,63523,64512,65280,casualty
65042,63773,62764,62085,62676,63073,63088,62725,62726,58102,52446,56234,57105,57789,57155,56937,57079,56900,57624,57923,57821,58711,59194,59772,59970,60150,59373,57805,63307,62864,53231,59727,59728,61045,59291,59193,57876,56568,51722,52802,59322,59126,59093,57238,52594,33479,62047,62871,63054,62494,62504,62505,62956,63790,63879,64134,64337,64337,64037,63879,64571,65280,casualty
64947,63936,63620,63634,63587,63348,63103,62814,62790,55751,55342,56260,55849,57833,57847,56881,54849,54805,54179,55349,58686,58922,60002,59584,60734,59997,60256,63502,63225,60466,53885,59405,60356,60659,60636,60651,58291,58125,58398,57761,53819,54575,59162,58533,58208,57706,52421,61895,62241,61900,61903,62321,62403,63183,63162,63170,63191,63181,63253,63776,64841,65280,casualty
60073,57099,53203,47469,45410,44429,43456,41794,42125,57962,58478,57808,58691,58793,58809,58475,59420,56306,55307,56262,58313,55773,55172,55765,55439,54858,53111,45349,56073,62931,56914,54912,55745,57413,57850,57773,58681,59323,58348,59922,59382,59816,59387,59161,59292,59384,54238,54541,54132,54029,54033,54266,54529,34960,38260,39869,41464,43206,45620,48008,53717,57247,casualty
64984,62596,58518,53136,51452,50093,48740,45948,46292,57946,58133,58146,58497,58610,59289,59043,58746,58241,55878,56288,55908,56380,57691,57773,58767,57933,52663,43210,52235,63208,56430,49042,53203,56451,56835,55730,57686,58493,58582,59690,59830,59230,59093,58829,59286,59305,58739,56297,56035,56035,56034,55659,54777,38977,42496,43826,45170,47333,49993,52682,55669,57120,casualty
64093,58585,55208,50811,49430,48681,47867,46553,49181,57416,57413,55851,58530,56570,55454,55841,55836,56021,55592,55055,55058,56625,55740,55503,49582,48762,52686,43522,58046,65114,59538,46250,45212,44752,43713,56233,58346,58277,60469,59077,60452,60422,60278,59927,60190,60185,58853,59390,59398,58941,58673,57719,55652,34014,38405,39967,41693,44141,46583,49185,57197,61008,casualty
64765,62494,59745,59230,61741,62039,62003,61844,61844,56754,57947,58711,58088,58080,57217,58380,58724,58819,57689,57787,57214,58512,58542,58971,58722,58763,62487,64712,64728,59799,55800,60397,61119,61102,61432,62435,58962,58706,58848,58520,57013,52306,57842,57232,58974,58654,60180,59354,59698,60221,60047,59673,60312,59134,63146,62878,62873,62559,62470,62319,62608,65280,casualty
64876,63910,63445,63066,63111,63344,63389,63351,63351,63689,51184,58794,58337,57509,57310,58091,58307,58348,58022,58326,58146,52767,59960,60066,60262,60202,60344,57025,59294,61738,56191,60273,60610,50176,46458,61733,59882,56239,51965,54272,43662,59923,57289,58804,58950,59588,62579,62920,62918,62860,62585,62931,62940,63095,62993,63168,63282,63362,63557,63302,63945,65280,casualty
64753,64294,64290,64162,64313,64327,64586,64166,63673,62231,61727,57253,58287,57848,58209,57417,59154,56658,58086,57945,58715,57617,58679,57361,57742,58279,59171,59542,60200,60904,53690,51703,52412,55715,55646,61515,58382,57598,54504,51509,44477,59440,59918,61872,60186,60044,61012,60679,60772,60974,60807,60697,61105,64204,64289,64312,64315,64303,64288,64287,64489,64940,casualty
65280,64821,64305,63948,63950,63950,63949,63950,63950,63870,55141,59944,59689,58957,59202,58866,59674,59265,55859,56432,60205,60011,60026,59963,60471,60481,63684,64658,65280,65280,65280,65280,65280,52825,54344,60092,59947,60540,59970,58064,58107,54661,59789,60624,58653,58370,61365,63425,63531,63550,63576,63426,63415,63954,63847,63787,63955,63955,63955,63955,63983,64750,casualty
65016,65016,65016,65016,65016,65016,65016,65016,65016,61622,61887,58811,59076,58227,58023,57944,58233,58226,58230,58075,58492,57481,56973,58460,60379,61065,65280,65280,65280,56018,58472,52640,51378,59379,60018,62320,60429,59641,59003,50740,63404,60800,60175,59895,59103,58809,60002,61784,62208,62761,62587,62786,63404,63211,63077,62922,63087,62864,62819,62635,63361,49965,casualty
65158,64590,64318,64097,64115,63837,63551,64084,64084,50783,53260,52594,50057,52728,53647,52688,49355,49539,52223,52828,52033,52871,44710,48022,59378,60319,60807,62565,63422,64330,58054,57146,57643,59791,60296,58528,55657,54855,54290,54154,51807,48674,49307,46726,52668,54920,54139,57990,55948,52135,51438,49333,32415,61847,61583,62285,62839,63304,63701,63939,64652,65280,casualty
65280,64583,64224,59567,57052,55273,53831,50634,49914,51766,52077,49928,49240,50653,50652,50659,50630,49692,50644,48895,47262,47258,56277,55519,55337,56143,54237,47649,54745,65175,63732,56495,55408,52821,52763,47777,52663,53918,54609,55566,56523,56000,55787,55867,56516,56336,54139,54406,54767,54181,53826,53645,54130,39806,42787,43677,44583,45727,48621,51521,57261,58111,casualty
64845,63642,63266,61870,61878,61885,61886,62100,62474,59841,58476,50648,49743,50443,51010,52414,50441,49252,52519,53039,53697,53536,52993,53041,53723,53161,61870,62556,64326,65076,55631,50532,49852,51867,53176,60323,41013,47022,47052,44705,45496,55958,55492,55477,57094,59107,51585,60148,60148,60147,60300,60417,60614,59790,59687,59982,60336,60805,61851,62884,64458,65280,casualty
62550,57425,54025,49631,49327,49323,48049,50232,52049,57070,58235,48544,48408,60292,60927,60709,60706,61340,51453,52131,52165,48593,59885,60125,55984,55345,55126,60335,61383,64237,62309,62427,62394,62043,61649,57881,58211,55749,56727,48481,44376,35578,45545,52275,50487,50259,54374,57323,57635,57850,57696,58096,58983,55025,59059,60607,62170,62940,63217,63491,64112,64450,injury
63154,48328,44642,38364,36261,35939,39548,53852,56047,51722,54172,61573,46132,33822,49799,61608,61254,61551,61608,60876,60876,60979,61608,61608,59617,54264,50062,59411,60151,65160,64659,62821,62587,62686,62936,58811,56625,54589,55609,56786,53740,14329,39752,56500,56733,56713,55618,54548,54480,53724,53334,52250,53446,61482,62231,62468,62708,63207,63826,64446,65013,65280,injury
60283,47553,44133,39313,37364,35223,32783,35945,41343,54697,50888,47956,43619,59978,60851,59997,59997,59978,60190,60367,60867,60868,58211,56884,52291,52927,52922,61758,63618,64867,62744,59763,59492,58925,59989,54229,54205,53761,53140,35253,34121,51555,52394,52410,51966,52252,51689,50889,50108,49311,49041,48201,44199,63384,63777,63908,64040,64171,64303,64531,65070,65280,injury
64818,55899,49983,41130,37409,33971,31491,39739,41891,56307,52163,60584,59683,59440,58737,56485,33657,36479,59686,59686,59686,58757,58796,59682,51902,52239,52910,53821,62809,65210,64367,60684,60360,59139,58756,56338,55823,55485,55810,48387,37096,27457,40413,55878,55496,54929,53557,51546,51127,50513,50308,49648,47498,61468,61781,62091,62514,62934,63359,63882,64926,65280,injury
59486,46317,41642,35482,33451,31426,29394,43480,46103,54517,45631,54124,59929,59929,59323,57912,31724,49542,58861,58861,58572,58861,58857,58857,54240,53050,50928,53209,60997,65205,64467,63619,63414,62844,62844,56910,54115,53265,52026,43514,34588,26554,38291,49272,53771,53063,51256,50580,50422,50389,50364,50082,49680,62850,63235,63625,64015,64405,64634,64824,65204,65280,injury
63392,51438,47940,42398,41227,40067,40964,50441,51990,50765,42426,60444,60444,60444,60444,54188,36911,38268,60444,60444,60444,60444,60444,60444,58345,58836,52387,54568,61182,65070,64366,63556,63137,63176,63178,57861,55536,55702,55753,55540,51287,33696,28645,39747,47961,50489,54890,53827,53900,54379,54379,53909,53494,62962,63151,63382,63696,64138,64582,64945,65174,65280,injury
62504,51721,46427,40130,37514,34467,31967,39929,43988,53571,52878,44775,50065,45894,45998,43467,52154,60417,60614,60999,60330,60330,22836,38449,55462,56852,60412,62209,64444,64268,60278,55889,55384,58134,57155,51238,57349,56936,48141,43291,42447,44702,48617,54864,55215,57468,58136,57483,57727,57138,56983,57805,59066,55382,57786,58694,59818,61104,62388,63432,64718,65280,injury
59113,48259,45497,40048,38220,37811,43159,50234,50785,56100,48045,45678,59841,59841,59841,48136,53268,59833,60754,60395,60653,60754,60737,60737,58033,54773,53087,60737,59489,64889,62852,59956,59518,59478,59688,53641,48103,30330,26738,46155,49756,55547,55548,55133,54748,55167,57148,57081,57304,57635,57746,57881,59134,56692,58341,58892,59431,59967,60508,61699,64325,65280,injury
64228,56940,50921,44643,42935,40916,38637,40816,44475,51247,47399,43279,59462,59256,59255,59255,59255,59464,59733,60255,59261,60255,56339,55638,47668,44954,53056,57616,61813,65040,63214,61222,61231,61010,60769,53580,54142,54701,55383,53094,52366,51631,46982,42757,40047,40025,45316,51611,51783,51772,51844,52203,51959,56412,57899,58706,59510,60315,61247,62391,64680,65280,injury
60315,48896,45779,42252,40487,39202,38429,44658,46010,48222,32752,59403,59251,60125,59252,59639,59256,56206,60922,60260,61235,61723,62268,59070,49922,50313,46976,60259,63168,65104,63773,62287,61853,61149,60935,52211,49302,50532,50521,44584,45196,44490,39240,36108,42781,47041,55200,55529,55514,54533,54535,55190,55734,54830,55979,56752,57524,58297,59418,61081,64408,65280,injury
59185,48424,45594,41802,40167,38224,40041,47316,48404,53225,38224,59256,59257,59256,59256,48657,42770,52224,60260,61121,61264,61264,57635,56697,51648,53225,51241,60281,62512,65123,63987,63941,63722,62899,62906,59701,49969,47949,47852,41439,40667,38649,42560,49809,52588,52625,52700,54213,54498,55969,56294,56951,56842,58004,59633,60536,61440,62342,63119,63732,64958,65280,injury
59778,44379,40488,34698,31204,30197,33807,44826,46954,55643,47125,50460,52284,59929,59929,49764,46009,57141,59393,58861,59830,59929,58856,59791,59929,59021,52431,56186,60998,64994,62042,56658,55941,56723,57239,58894,55644,51833,49605,47732,36091,35453,48539,57329,56803,56886,55378,53678,53320,53803,53914,53352,52907,56863,58735,59372,60009,60647,61623,62700,64855,65280,injury
61336,48690,43596,36917,34961,33047,31154,37909,41095,53678,53102,36051,55251,58156,58156,58156,58830,17558,58278,58160,59346,59340,47474,49841,51038,51036,52231,60478,62019,65211,63561,62022,61819,61204,60996,53588,53841,53629,54329,54133,54165,32098,32106,41043,52545,50194,36722,46475,50995,56158,56058,55753,54099,61622,63079,63388,63697,64003,64308,64614,65230,65280,injury
62899,53013,46825,39745,37139,34658,32175,31257,36221,43919,52816,42726,45150,58112,58156,57091,58160,58160,58378,59351,59351,58738,28590,31961,59340,58357,58881,49843,48655,65262,64844,63418,63210,62310,61886,52934,34061,32647,39539,40814,41403,43229,48377,53574,54484,55558,59390,59920,59917,59705,59388,58448,57969,55748,58037,58982,59926,60909,61957,63006,65108,65280,injury
63252,53263,46946,40625,37450,34288,31204,33845,35848,48705,37324,61010,58483,57120,57120,57120,28216,27424,57120,57777,55757,55873,55766,55766,57120,57120,57469,41872,42050,65280,62464,60019,59199,56735,55782,26452,31393,32685,38666,46750,47096,54787,55051,54743,55230,55496,57467,56531,56468,56227,56146,55474,54739,58327,60033,60606,61303,62128,62956,63766,65280,65280,injury
60444,50460,47709,43594,41730,42984,47233,50949,52197,52401,51175,54791,60754,59833,59833,59833,60652,59841,59854,59829,60742,59850,61650,60754,61035,57290,55672,56224,60920,65210,64447,62445,62317,62677,62684,60901,51897,51185,45822,45008,46414,43050,41175,40841,45423,45995,55306,56365,56566,57113,57420,58352,60132,57839,59722,60589,61821,63042,64278,64670,65117,65280,injury
60536,44735,40578,34737,32020,30662,31032,45590,46269,51219,37855,50594,59343,59343,59343,59343,59251,44587,59343,60053,59620,59343,59343,60114,59343,59343,49008,56028,58538,64851,62059,58433,57866,59084,59849,55245,56992,55664,56025,52327,47143,18714,23845,57475,56882,57237,56083,56265,55704,55607,55611,55336,55063,60634,61985,62372,62756,63142,63501,63795,64381,64547,injury
65165,58309,54952,49946,47584,46025,44463,41143,40037,39671,55458,55153,53448,52408,51316,46915,46660,50696,59751,59751,47724,31021,33740,37983,59534,60626,60682,62518,64008,64989,63554,61377,61263,61422,57660,50685,23339,32272,40311,52463,51771,49524,49360,43042,47444,50058,61526,61526,61526,61526,61526,61526,61526,62280,62279,62279,62279,62279,62279,63031,64702,65280,injury
61582,51815,48595,44206,42018,40102,38455,45903,48104,46901,51066,61169,59892,59435,59435,60377,56848,23021,59435,59435,59435,59223,60412,60412,50236,52148,50697,59429,60927,65141,64105,60851,59585,56064,55672,53299,45581,35746,29556,36903,48213,54418,53474,50675,47297,45489,53849,58022,58036,58235,58347,58474,58935,61514,62580,63173,63763,64357,64838,64961,65207,65280,injury
60706,50932,47710,43322,41280,39275,40974,46092,47521,53288,50845,46473,60066,60043,60043,60043,60072,58648,60865,60048,60072,60043,60069,60925,50544,53086,51879,54715,61307,65015,63797,62942,62934,62935,62940,51946,45941,46646,45342,43076,43504,40092,39844,49797,53608,53558,54538,54844,55338,55486,55466,54807,55456,55606,58687,59811,61094,62377,63658,64343,65014,65280,injury
63685,55334,50613,46251,44460,42079,40341,46503,47093,51429,54404,59287,60598,59343,59343,60287,46481,51658,59967,59908,59784,60340,60266,58472,51434,53310,52414,60937,63298,65154,63894,61469,60599,61380,62287,52515,54413,53976,55922,51451,42042,35948,41235,53190,53980,53659,54142,54462,54695,54728,54722,53819,52747,61837,64007,64007,64007,64008,64112,64440,65095,65280,injury
64874,61585,57256,47177,43872,40592,38002,31889,30247,54274,56201,56198,44353,31645,32964,38659,39001,48097,61152,61097,60330,60330,60313,60825,61138,54611,56148,63524,63809,63894,59198,53844,52666,56625,57185,53818,53087,52856,53351,38001,31346,40403,48724,54996,55033,55613,54332,54899,54511,55367,55679,55689,54698,52190,54933,55928,57030,58217,59404,60720,63894,65280,injury
63806,57700,53859,48229,46552,45023,43862,41474,46467,55125,56364,48698,61312,60927,60927,60562,60933,60674,60927,60927,61638,61657,56503,55128,55839,55128,53851,58782,63330,64358,62099,61866,61898,62020,62130,62156,49750,48865,51918,53191,45674,34327,49104,51685,51273,51254,51259,52727,53074,52285,51781,50595,45604,63399,63831,63831,63831,63934,64104,64273,64913,65280,injury
65280,64975,64467,63446,62934,62420,59542,48838,45281,35356,41084,46442,48737,47478,47478,47478,47696,48948,47949,47766,48878,47476,47477,46936,45986,45533,34796,61004,64825,65280,58885,48474,47455,45995,45994,47477,48833,47473,48936,50126,48597,49478,48955,49596,48955,48959,47475,46346,45686,44164,43647,42569,39292,38220,42040,43899,47739,51577,55334,59173,65280,65280,injury
65280,63470,62074,59296,57403,55445,53497,48862,47747,43539,46797,49728,49985,48261,48931,50166,49269,49536,48419,48038,48659,48200,46479,45647,49266,49267,43396,55439,61728,65156,58608,49379,47850,42656,41257,50632,51759,50963,51354,51143,50996,52437,52893,51760,51762,51762,51770,48893,48433,47728,47492,46795,43198,37870,44880,47455,50028,52903,55936,58974,65044,65280,injury
45124,45134,45132,45426,45784,46744,48168,53286,55781,60444,51483,51702,54280,57571,59065,60554,61248,61248,50639,49571,45860,51063,53938,53418,53944,54162,54802,61045,62832,64610,62011,60404,60081,61741,61483,60653,60657,58544,56032,54741,52542,46856,43609,40839,46196,49723,55389,53297,52939,52217,51849,50754,50515,60089,60648,61009,61519,62257,62991,63639,64373,64710,injury
61730,48955,44607,37537,35361,34270,32364,30733,33737,50590,45967,42971,38075,48680,49771,51124,45690,58746,50872,44073,39435,28290,58746,58746,59830,59830,59830,46495,50052,64970,61636,55894,55180,53544,53548,56504,21445,14697,27233,38688,51145,54718,55078,53549,53548,53815,53541,51657,50853,49442,49201,48485,48958,62579,63516,63756,63998,64234,64476,64716,65190,65280,injury
59665,46439,42709,37747,34818,32348,30174,38370,41244,51034,41899,59256,59150,59251,58582,59251,39612,35591,59490,59256,59680,61180,60260,60260,47832,49791,51476,60365,62731,64225,63165,63146,62711,62250,61805,55668,55403,54750,51229,47204,45749,42078,38186,40246,44270,47299,54200,51438,50790,50766,50704,50396,49634,56332,59820,60488,61155,61823,62527,63309,64871,65280,injury
64874,51772,44055,38097,36218,35643,35438,47164,50649,54088,51789,61111,59686,57544,40291,27487,45493,55012,59683,60011,60185,61362,53612,50955,52271,53163,53151,58531,61830,64903,62997,61295,60767,61507,61006,53446,49742,44317,41399,40338,41761,55321,55081,50839,45876,42196,44647,60552,63029,62918,62830,62831,63145,64065,64406,64518,64631,64745,64858,64972,65202,65280,injury
63214,56372,52962,47406,45124,43102,41388,38226,38916,52017,51000,41225,47347,61199,61612,59902,59160,59261,59500,60180,60180,61200,50932,47940,53040,52320,53040,61200,62308,64820,61337,57082,55960,55463,56362,54025,53880,53295,47568,43048,33161,44981,53984,53938,54321,54033,43469,43189,46118,50910,51361,52589,53016,56939,60305,61343,62367,63404,64094,64435,65110,65280,injury
63187,54773,50164,44516,42400,40812,39395,43908,46106,53350,38625,60857,59982,45143,40423,35289,46198,52332,59978,60728,61615,60874,50627,52039,54702,53802,55571,56829,62490,64901,63086,61912,61390,61735,61492,51632,50579,52972,54576,55067,49588,32812,38325,50329,48201,48323,52359,53705,54158,54158,54166,54203,54659,56434,58689,59571,61169,62750,64350,64933,65183,65280,injury
56655,45591,41345,35286,35324,39465,42673,48885,49423,58286,55762,54959,53206,62517,61931,62360,61831,61831,61168,61255,61846,61846,56336,56654,58153,57528,58928,62528,62249,64145,60840,57786,59025,61120,61584,58384,59066,59667,59511,60006,59997,58784,57664,56854,42257,39663,54767,52392,54481,55227,55606,56271,56795,54977,56341,56952,57578,58278,59254,60229,63309,65280,injury
65084,62571,59976,51615,49052,46960,44937,41183,39926,53628,52431,36801,35407,55298,56971,58522,58522,58522,49081,52829,57025,51708,47966,50056,50646,48441,49534,60045,62584,65142,63272,63220,62271,61149,61153,48457,50589,48288,45081,47558,47053,31134,28092,34487,45301,49062,48694,43945,42080,38923,37832,34814,35612,62761,63215,63215,63215,63272,63741,64211,65142,65280,injury
65280,54330,48596,39729,35570,32420,30329,24737,23172,48382,47236,40174,41847,38330,35189,30446,35198,45036,55233,55233,55233,36922,30279,41591,56907,56907,56907,58580,63288,65280,62880,57569,56714,54542,54046,48782,49706,30068,16866,19353,21468,51115,52242,52218,51553,50803,51855,50610,50591,50587,50581,49443,45280,49249,52885,54885,56879,58874,60872,62869,65280,65280,injury
65280,56436,51042,43955,42491,41027,39557,35161,33446,42117,45332,40658,38082,34502,34450,29115,29432,35594,57999,56583,56211,56211,53301,49261,40310,38776,44722,48583,50177,65280,63310,56048,54181,53167,52416,45405,33576,28772,24895,32595,34210,44941,46567,46062,46341,47142,47012,47028,47302,47300,47298,47291,42760,53198,55803,57402,59004,60563,62166,63766,65280,65280,injury
65280,65280,64316,61276,59742,58207,56671,52584,51636,28821,36474,43020,43411,44504,44506,45185,45272,44703,44845,43696,41171,38292,33937,33367,28649,29221,33240,57321,65280,65280,62841,45172,44492,42453,41775,43198,41699,41771,42550,42380,44540,45490,42126,45494,46682,47472,47317,45012,45291,44267,43930,42910,37531,35714,38773,40569,45009,49443,53785,58226,65280,65280,injury
